Rank,StartTime,Flgs,Dur,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,Cause,SrcPkts,DstPkts,SrcBytes,DstBytes,PCRatio,SrcLoad,DstLoad,SrcLoss,DstLoss,SrcRetra,DstRetra,SrcGap,DstGap,SIntPkt,DIntPkt,SrcJitter,DstJitter,State,SrcWin,DstWin
1,1483136852.230045, e        ,4.717051,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0112,0x5018,Start,12,26,738,1590,0.076923,1148.174927,2593.145508,0,0,0,0,0,0,384.396281,188.530594,466.410687,205.842734,CON,1868800,2048
2,1483136857.461401, e        ,4.475456,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0b12,0x7d18,Status,10,25,610,1530,0.076923,981.352478,2625.877441,0,0,0,0,0,0,513.215594,199.590438,488.407188,226.346250,CON,1868800,2048
3,1483136862.591558, e        ,4.343358,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1512,0xaa18,Status,10,25,610,1530,0.076923,1011.199158,2705.740479,0,0,0,0,0,0,513.507094,199.922359,487.623750,272.496750,CON,1868800,2048
4,1483136867.727237, e        ,4.207441,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1f12,0xd718,Status,10,25,610,1530,0.076923,1043.864990,2793.146729,0,0,0,0,0,0,512.506594,199.990484,488.618750,328.840156,CON,1868800,2048
5,1483136872.852237, e        ,4.992519,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2912,0x0519,Status,10,26,610,1590,0.076923,879.716248,2450.065918,0,0,0,0,0,0,516.819000,227.310688,484.156219,359.037125,CON,1868800,2048
6,1483136877.873773, e        ,4.993458,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3312,0x3419,Status,10,26,610,1590,0.076923,879.550842,2449.605225,0,0,0,0,0,0,515.401000,193.172109,485.774656,268.920500,CON,1868800,2048
7,1483136882.884305, e        ,4.984151,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3d12,0x6119,Status,10,25,610,1530,0.076923,881.193237,2357.874023,0,0,0,0,0,0,512.930594,200.049000,488.050500,226.508625,CON,1868800,2048
8,1483136887.884689, e        ,4.983584,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4712,0x8e19,Status,10,25,610,1530,0.076923,881.293457,2358.142334,0,0,0,0,0,0,512.493406,199.992687,488.545094,207.865000,CON,1868800,2048
9,1483136892.885682, e        ,4.998093,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5112,0xbc19,Status,10,26,610,1590,0.076923,878.735107,2447.333252,0,0,0,0,0,0,514.871094,192.903922,485.995812,222.251578,CON,1868800,2048
10,1483136897.943799, e        ,4.940080,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5b12,0xe919,Status,10,25,610,1530,0.076923,889.054382,2378.908691,0,0,0,0,0,0,512.829594,200.004156,488.290687,265.521875,CON,1868800,2048
11,1483136902.943877, e        ,4.989605,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6512,0x181a,Status,10,26,610,1590,0.076923,880.229980,2451.496582,0,0,0,0,0,0,512.736688,194.215500,488.362687,316.436781,CON,1868800,2048
12,1483136908.832946, e        ,4.165307,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6f12,0x441a,Status,10,25,610,1530,0.076923,1054.424072,2821.400635,0,0,0,0,0,0,516.674188,202.582234,485.844875,349.063031,CON,1868800,2048
13,1483136913.999797, e        ,4.124441,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7912,0x711a,Status,10,25,610,1530,0.076923,1064.871582,2849.355713,0,0,0,0,0,0,512.598500,205.023766,488.766437,298.979375,CON,1868800,2048
14,1483136918.844784, e        ,4.998838,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8312,0xa01a,Status,10,26,610,1590,0.076923,878.604187,2446.968750,0,0,0,0,0,0,514.522187,219.999609,486.438875,255.019219,CON,1868800,2048
15,1483136923.867874, e        ,4.998412,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8d12,0xcf1a,Status,10,26,610,1590,0.076923,878.679016,2447.177246,0,0,0,0,0,0,513.227594,193.179391,487.972406,206.545828,CON,1868800,2048
16,1483136928.883749, e        ,4.981536,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9712,0xfc1a,Status,10,25,610,1530,0.076923,881.655823,2359.111816,0,0,0,0,0,0,514.139500,199.959953,486.920750,216.465563,CON,1868800,2048
17,1483136933.884194, e        ,4.998424,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa112,0x2a1b,Status,10,26,610,1590,0.076923,878.676941,2447.171387,0,0,0,0,0,0,517.210594,192.974344,484.349906,261.158687,CON,1868800,2048
18,1483136938.934933, e        ,4.948582,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xab12,0x571b,Status,10,25,610,1530,0.076923,887.526917,2374.821533,0,0,0,0,0,0,512.846500,200.035875,488.313281,326.997594,CON,1868800,2048
19,1483136943.943086, e        ,4.999716,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb312,0x831b,Status,8,25,488,1524,0.076923,683.238831,2342.533203,0,0,0,0,0,0,516.199250,202.371484,484.549062,346.988625,CON,1868800,2048
20,1483136948.974020, e        ,4.959068,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xbd12,0xb01b,Status,10,25,610,1530,0.076923,885.650330,2369.800293,0,0,0,0,0,0,517.631687,199.611437,484.358000,288.055469,CON,1868800,2048
21,1483136954.150228, e        ,4.782263,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc712,0xdd1b,Status,10,25,610,1530,0.076923,918.393677,2457.414062,0,0,0,0,0,0,512.571094,199.976125,488.240844,232.522500,CON,1868800,2048
22,1483136959.276341, e        ,4.665542,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd112,0x0a1c,Status,10,25,610,1530,0.076923,941.369690,2518.892578,0,0,0,0,0,0,512.797187,200.375687,488.125594,208.743203,CON,1868800,2048
23,1483136964.404676, e        ,4.537679,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xdb12,0x371c,Status,10,25,610,1530,0.076923,967.895630,2589.870117,0,0,0,0,0,0,512.876813,200.018875,488.260344,214.677094,CON,1868800,2048
24,1483136969.533583, e        ,4.408060,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xe512,0x641c,Status,10,25,610,1530,0.076923,996.356628,2666.025391,0,0,0,0,0,0,513.114000,199.971516,488.297031,249.331562,CON,1868800,2048
25,1483136974.663961, e        ,4.278502,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xef12,0x911c,Status,10,25,610,1530,0.076923,1026.527466,2746.755859,0,0,0,0,0,0,514.108594,200.032797,487.394219,306.410594,CON,1868800,2048
26,1483136979.805619, e        ,4.156211,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf912,0xbd1c,Status,10,25,610,1530,0.076923,1056.731689,2827.575439,0,0,0,0,0,0,515.540313,200.774687,485.758781,343.472156,CON,1868800,2048
27,1483136984.961789, e        ,4.879626,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0313,0xec1c,Status,10,26,610,1590,0.076923,900.069031,2506.749512,0,0,0,0,0,0,512.914813,226.137891,488.441750,326.716750,CON,1868800,2048
28,1483136989.864587, e        ,4.977196,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0d13,0x191d,Status,10,25,610,1530,0.076923,882.424500,2361.168701,0,0,0,0,0,0,512.877594,200.014719,488.244094,249.256203,CON,1868800,2048
29,1483136994.865133, e        ,4.998207,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1713,0x481d,Status,10,26,610,1590,0.076923,878.715088,2447.277588,0,0,0,0,0,0,515.178000,193.136812,490.345281,208.183219,CON,1868800,2048
30,1483136999.900760, e        ,4.962906,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2113,0x751d,Status,10,25,610,1530,0.076923,884.965393,2367.967529,0,0,0,0,0,0,513.391594,200.013047,488.017844,202.451109,CON,1868800,2048
31,1483137004.901675, e        ,4.963503,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2b13,0xa21d,Status,10,25,610,1530,0.076923,884.858948,2367.682617,0,0,0,0,0,0,514.304688,200.060484,487.969844,246.429672,CON,1868800,2048
32,1483137009.901955, e        ,4.998428,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3513,0xd01d,Status,10,26,610,1590,0.076923,878.676270,2447.169434,0,0,0,0,0,0,513.540906,193.661734,487.845094,294.032406,CON,1868800,2048
33,1483137014.950303, e        ,4.950199,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3e13,0xfa1d,Status,9,24,556,1464,0.186441,799.967834,2267.383545,0,0,0,0,0,0,567.401875,208.338297,485.302469,343.547750,CON,1868800,2048
34,1483137019.952687, e        ,4.950762,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4713,0x271e,Status,9,25,542,1530,-0.034483,778.870056,2373.776123,0,0,0,0,0,0,470.531000,200.117875,475.064750,289.158687,CON,1868800,2048
35,1483137024.960225, e        ,4.989735,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5113,0x561e,Status,10,26,610,1590,0.076923,880.207031,2451.432617,0,0,0,0,0,0,513.209000,194.096578,487.766875,233.050969,CON,1868800,2048
36,1483137030.255799, e        ,4.694077,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5b13,0x831e,Status,10,25,610,1530,0.076923,935.647217,2503.580566,0,0,0,0,0,0,513.113313,199.996641,487.832406,203.752578,CON,1868800,2048
37,1483137032.253490, e        ,4.610058,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x8abf,0xfb0c,Start,23,24,1444,1518,0.076923,2398.234619,2524.914062,0,0,0,0,0,0,200.218953,199.283094,364.193062,245.629547,CON,1868800,2048
38,1483137035.386929, e        ,4.563035,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6513,0xb01e,Status,10,25,610,1530,0.076923,962.517273,2575.478760,0,0,0,0,0,0,513.054000,200.003516,487.777000,203.740953,CON,1868800,2048
39,1483137037.659155, e        ,4.336959,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x9fbf,0x2a0d,Status,21,22,1302,1392,0.076923,2287.317139,2451.487305,0,0,0,0,0,0,254.181281,231.487406,404.995406,365.520625,CON,1868800,2048
40,1483137040.518296, e        ,4.441750,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6f13,0xdd1e,Status,10,25,610,1530,0.076923,988.799438,2645.803955,0,0,0,0,0,0,514.921187,200.403281,486.116906,237.568734,CON,1868800,2048
41,1483137042.957734, e        ,4.881794,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xb1bf,0x570d,Status,18,21,1112,1320,0.076923,1722.317627,2061.537109,0,0,0,0,0,0,289.237844,280.155094,422.083687,314.755094,CON,1868800,2048
42,1483137045.667273, e        ,4.252187,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7913,0x0a1f,Status,10,25,610,1530,0.076923,1032.880371,2763.754395,0,0,0,0,0,0,512.915000,198.376563,488.093813,303.977406,CON,1868800,2048
43,1483137047.862012, e        ,4.977348,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xc0bf,0x7d0d,Status,15,18,922,1128,0.076923,1383.869507,1713.362305,0,0,0,0,0,0,349.843469,277.768438,449.658656,232.009953,CON,1868800,2048
44,1483137050.796242, e        ,4.163343,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8313,0x371f,Status,10,25,610,1530,0.076923,1054.921509,2822.731689,0,0,0,0,0,0,514.502094,201.605000,486.284281,342.673250,CON,1868800,2048
45,1483137052.862318, e        ,4.998452,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd3bf,0xac0d,Status,19,22,1180,1386,0.076923,1789.353882,2117.455566,0,0,0,0,0,0,283.661313,228.245906,420.002594,270.003188,CON,1868800,2048
46,1483137055.941188, e        ,4.122914,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8d13,0x631f,Status,10,25,610,1530,0.076923,1065.265991,2850.411133,0,0,0,0,0,0,512.379094,204.172844,488.567063,321.405500,CON,1868800,2048
47,1483137058.800137, e        ,4.311151,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe5bf,0xd60d,Status,18,20,1112,1260,0.076923,1950.291260,2221.216553,0,0,0,0,0,0,292.870875,260.687297,425.085031,368.823156,CON,1868800,2048
48,1483137060.840959, e        ,4.998347,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9713,0x921f,Status,10,26,610,1590,0.076923,878.690552,2447.209229,0,0,0,0,0,0,512.121906,222.130766,488.772063,277.875031,CON,1868800,2048
49,1483137063.839411, e        ,4.999593,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xf7bf,0x030e,Status,18,21,1112,1320,0.076923,1681.736938,2012.963989,0,0,0,0,0,0,290.977156,274.499437,421.815719,264.409344,CON,1868800,2048
50,1483137065.861767, e        ,4.977241,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa113,0xbf1f,Status,10,25,610,1530,0.076923,882.416565,2361.147461,0,0,0,0,0,0,512.571812,199.988078,488.470656,217.349906,CON,1868800,2048
51,1483137068.861374, e        ,4.977439,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x0cc0,0x340e,Status,21,23,1316,1458,0.076923,2015.494385,2242.116943,0,0,0,0,0,0,254.590766,217.383000,408.994344,246.836859,CON,1868800,2048
52,1483137070.867833, e        ,4.995822,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xab13,0xee1f,Status,10,26,610,1590,0.076923,879.134644,2448.446045,0,0,0,0,0,0,513.192688,193.255656,488.078250,200.155781,CON,1868800,2048
53,1483137073.861863, e        ,4.994345,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1bc0,0x590e,Status,15,18,936,1128,0.135135,1399.983276,1707.531128,0,0,0,0,0,0,344.061656,278.725656,453.737656,377.763125,CON,1868800,2048
54,1483137075.898447, e        ,4.963180,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb513,0x1b20,Status,10,25,610,1530,0.076923,884.916504,2367.836670,0,0,0,0,0,0,513.218094,199.918875,487.810812,223.165547,CON,1868800,2048
55,1483137078.939190, e        ,4.921788,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x26c0,0x7c0e,Status,11,17,664,1056,-0.014085,981.757019,1615.672974,0,0,0,0,0,0,379.497813,294.417813,455.213937,374.015594,CON,1868800,2048
56,1483137080.899722, e        ,4.998773,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xbf13,0x4920,Status,10,26,610,1590,0.076923,878.615601,2447.000488,0,0,0,0,0,0,513.056906,193.725687,487.972000,252.225578,CON,1868800,2048
57,1483137084.031567, e        ,4.828506,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x39c0,0xa90e,Status,19,21,1180,1326,0.076923,1852.332764,2092.572754,0,0,0,0,0,0,279.398469,238.052141,422.444281,268.362250,CON,1868800,2048
58,1483137085.918186, e        ,4.999312,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc913,0x7820,Status,10,26,610,1590,0.076923,878.520874,2446.736816,0,0,0,0,0,0,512.995094,193.038578,487.939062,329.025438,CON,1868800,2048
59,1483137089.303039, e        ,4.557401,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x4ec0,0xda0e,Status,21,23,1316,1458,0.076923,2201.254639,2448.763916,0,0,0,0,0,0,254.302625,217.407266,404.732250,253.794766,CON,1868800,2048
60,1483137091.836555, e        ,4.131811,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd313,0xa420,Status,10,25,610,1530,0.076923,1062.972168,2844.273193,0,0,0,0,0,0,513.269906,202.028312,487.563250,343.364125,CON,1868800,2048
61,1483137094.642113, e        ,4.239936,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5cc0,0xfe0e,Status,14,18,868,1128,0.076923,1520.777710,2011.351196,0,0,0,0,0,0,371.602781,278.935219,457.897000,379.005219,CON,1868800,2048
62,1483137096.969008, e        ,4.868966,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xdd13,0xd320,Status,10,26,610,1590,0.076923,902.039551,2512.237549,0,0,0,0,0,0,514.451812,225.760312,486.500406,316.268531,CON,1868800,2048
63,1483137099.883179, e        ,4.954510,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x66c0,0x1e0f,Status,10,16,610,990,0.076923,886.465027,1500.047363,0,0,0,0,0,0,513.568313,372.275937,487.560906,399.754594,CON,1868800,2048
64,1483137101.860540, e        ,4.981120,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xe713,0x0021,Status,10,25,610,1530,0.076923,881.729370,2359.308594,0,0,0,0,0,0,513.769812,200.147437,487.350156,239.065047,CON,1868800,2048
65,1483137104.859425, e        ,4.980263,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x85c0,0x610f,Status,31,31,1968,1986,0.076923,3060.079102,3087.386963,0,0,0,0,0,0,180.843938,161.354813,346.942313,216.692469,CON,1868800,2048
66,1483137106.867913, e        ,4.992229,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf113,0x2f21,Status,10,26,610,1590,0.076923,879.767334,2450.208008,0,0,0,0,0,0,512.663688,193.018531,488.133438,203.680578,CON,1868800,2048
67,1483137109.859748, e        ,4.982340,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x97c0,0x8b0f,Status,18,20,1126,1260,0.124088,1708.434204,1921.988525,0,0,0,0,0,0,289.899656,250.107953,426.801625,363.939781,CON,1868800,2048
68,1483137111.899456, e        ,4.997820,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xfb13,0x5d21,Status,10,26,610,1590,0.076923,878.783142,2447.467041,0,0,0,0,0,0,512.675187,193.735922,488.306375,201.180281,CON,1868800,2048
69,1483137114.927821, e        ,4.932863,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xa2c0,0xae0f,Status,11,17,664,1056,-0.014085,979.552795,1612.045532,0,0,0,0,0,0,379.539531,295.225719,455.424062,379.200812,CON,1868800,2048
70,1483137116.948030, e        ,4.949086,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0514,0x8a21,Status,10,25,610,1530,0.076923,887.436584,2374.579834,0,0,0,0,0,0,512.656094,199.993594,488.269781,230.414141,CON,1868800,2048
71,1483137120.018142, e        ,4.841730,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xb4c0,0xda0f,Status,18,21,1126,1326,0.076923,1758.049194,2086.857422,0,0,0,0,0,0,293.976437,238.056578,429.019187,256.206172,CON,1868800,2048
72,1483137121.957282, e        ,4.959940,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0f14,0xb921,Status,10,26,610,1590,0.076923,885.494568,2466.158936,0,0,0,0,0,0,516.908094,193.081000,484.254875,292.430750,CON,1868800,2048
73,1483137125.309181, e        ,4.549564,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xc1c0,0xfd0f,Status,13,17,800,1062,0.076923,1299.465210,1758.410278,0,0,0,0,0,0,398.864156,294.051344,470.043031,235.337781,CON,1868800,2048
74,1483137127.800195, e        ,4.156741,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1914,0xe621,Status,10,25,610,1530,0.076923,1056.596924,2827.214844,0,0,0,0,0,0,513.834187,201.588562,487.058500,343.368906,CON,1868800,2048
75,1483137130.494831, e        ,4.365119,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd2c0,0x2610,Status,17,19,1044,1194,0.076923,1801.554565,2074.628418,0,0,0,0,0,0,309.971594,263.221313,436.697500,303.853344,CON,1868800,2048
76,1483137132.938714, e        ,4.898233,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2314,0x1422,Status,10,26,610,1590,0.076923,896.649902,2497.227051,0,0,0,0,0,0,512.312812,226.154266,488.612875,334.865125,CON,1868800,2048
77,1483137135.723648, e        ,4.244454,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe2c0,0x4c10,Status,16,18,976,1128,0.076923,1724.603516,2009.210205,0,0,0,0,0,0,325.297000,281.700625,439.809125,407.693219,CON,1868800,2048
78,1483137137.859627, e        ,4.999873,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2d14,0x4322,Status,10,26,610,1590,0.076923,878.422302,2446.462158,0,0,0,0,0,0,512.637094,193.175109,488.102750,256.523297,CON,1868800,2048
79,1483137140.931758, e        ,4.399698,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xfbc0,0x8310,Status,25,25,1560,1590,0.076923,2723.823486,2776.554443,0,0,0,0,0,0,214.534156,214.470484,374.457969,288.189813,CON,1868800,2048
80,1483137142.897009, e        ,4.963062,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3714,0x7022,Status,10,25,610,1530,0.076923,884.937622,2367.893066,0,0,0,0,0,0,513.429813,200.022844,487.530781,215.578656,CON,1868800,2048
81,1483137145.836728, e        ,4.999764,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x09c1,0xaa10,Status,14,18,854,1122,0.076923,1268.859863,1696.080078,0,0,0,0,0,0,380.786938,308.009375,446.639969,280.579281,CON,1868800,2048
82,1483137147.897200, e        ,4.998905,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4114,0x9e22,Status,10,26,610,1590,0.076923,878.592407,2446.935791,0,0,0,0,0,0,512.701812,193.693609,488.160844,199.576156,CON,1868800,2048
83,1483137150.859326, e        ,4.999712,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x17c1,0xd110,Status,14,19,868,1188,0.076923,1289.674316,1801.703735,0,0,0,0,0,0,301.211063,264.344531,431.216813,384.104625,CON,1868800,2048
84,1483137152.956397, e        ,4.989798,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4b14,0xcd22,Status,10,26,610,1590,0.076923,880.195923,2451.401855,0,0,0,0,0,0,512.945687,194.234234,488.248562,214.113188,CON,1868800,2048
85,1483137155.880699, e        ,4.979259,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x28c1,0xfa10,Status,17,19,1044,1194,0.076923,1579.351440,1818.744507,0,0,0,0,0,0,306.871125,263.206313,433.051750,340.753938,CON,1868800,2048
86,1483137158.578852, e        ,4.367335,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5514,0xfa22,Status,10,25,610,1530,0.076923,1005.647644,2690.885986,0,0,0,0,0,0,513.191500,199.999687,487.858938,259.621516,CON,1868800,2048
87,1483137161.096918, e        ,4.761957,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3ec1,0x2d11,Status,22,24,1384,1524,0.076923,2220.935547,2454.452881,0,0,0,0,0,0,243.626000,208.288203,398.412250,230.019391,CON,1868800,2048
88,1483137163.711494, e        ,4.203953,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5f14,0x2723,Status,10,25,610,1530,0.076923,1044.731079,2795.464355,0,0,0,0,0,0,512.978187,198.770406,487.988469,331.467781,CON,1868800,2048
89,1483137166.456680, e        ,4.401793,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x51c1,0x5b11,Status,19,22,1194,1392,0.076923,2057.343506,2415.379395,0,0,0,0,0,0,281.039375,227.254453,425.679813,270.205312,CON,1868800,2048
90,1483137168.840809, e        ,4.147503,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6914,0x5323,Status,10,25,610,1530,0.076923,1058.950439,2833.512207,0,0,0,0,0,0,514.838813,202.907844,486.228781,351.686375,CON,1868800,2048
91,1483137171.758418, e        ,4.204258,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5fc1,0x7e11,Status,14,17,854,1062,0.076923,1508.946411,1902.832764,0,0,0,0,0,0,369.065656,300.236875,454.116250,417.537812,CON,1868800,2048
92,1483137173.989276, e        ,4.846980,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7314,0x8223,Status,10,26,610,1590,0.076923,906.131226,2523.633301,0,0,0,0,0,0,512.551594,224.927422,488.640125,309.884844,CON,1868800,2048
93,1483137176.963439, e        ,4.872334,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x70c1,0xa911,Status,17,20,1044,1254,0.076923,1614.010864,1957.172852,0,0,0,0,0,0,309.487656,293.663656,436.758219,320.452969,CON,1868800,2048
94,1483137178.857842, e        ,4.978067,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7d14,0xaf23,Status,10,25,610,1530,0.076923,882.270203,2360.755615,0,0,0,0,0,0,514.663688,199.986125,486.335250,233.893078,CON,1868800,2048
