Rank,StartTime,Flgs,Dur,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,Cause,SrcPkts,DstPkts,SrcBytes,DstBytes,PCRatio,SrcLoad,DstLoad,SrcLoss,DstLoss,SrcRetra,DstRetra,SrcGap,DstGap,SIntPkt,DIntPkt,SrcJitter,DstJitter,State,SrcWin,DstWin
1,1483136309.875057, e        ,4.061691,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd847,0xf909,Start,12,6,738,390,0.076923,1333.434814,640.127502,0,0,0,0,0,0,369.244625,812.185625,460.088406,375.738938,CON,1868800,2048
2,1483136309.876590, e        ,4.128434,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9a25,0xec13,Start,22,11,1338,785,-0.174603,2476.483643,1383.575439,0,0,0,0,0,0,196.592094,409.688906,344.567094,452.160781,CON,1868800,2048
3,1483136314.914873, e        ,4.021846,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe247,0xfe09,Status,10,5,610,330,0.076923,1092.035889,525.132019,0,0,0,0,0,0,499.997094,999.995813,477.968375,0.334805,CON,1868800,2048
4,1483136314.915428, e        ,4.099623,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xae25,0xf613,Status,20,10,1210,725,-0.174603,2244.108643,1274.263428,0,0,0,0,0,0,250.501344,500.077906,380.093094,462.353969,CON,1868800,2048
5,1483136319.915006, e        ,4.021768,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xec47,0x030a,Status,10,5,610,330,0.076923,1092.057007,525.142151,0,0,0,0,0,0,500.005500,1000.012000,477.937969,0.357519,CON,1868800,2048
6,1483136319.915484, e        ,4.099575,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc225,0x0014,Status,20,10,1210,725,-0.174603,2244.135010,1274.278442,0,0,0,0,0,0,250.000406,500.029000,377.049156,462.846594,CON,1868800,2048
7,1483136324.915084, e        ,4.999780,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xf747,0x080a,Status,11,5,678,330,0.166667,987.243408,422.418579,0,0,0,0,0,0,543.462750,1000.007000,475.857031,0.667693,CON,1868800,2048
8,1483136324.915539, e        ,4.999981,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd725,0x0a14,Status,21,10,1278,725,-0.124620,1948.807495,1044.803955,0,0,0,0,0,0,280.974344,499.924688,396.268062,462.905531,CON,1868800,2048
9,1483136329.936618, e        ,4.978247,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x0148,0x0d0a,Status,10,5,610,330,0.076923,882.238220,424.245697,0,0,0,0,0,0,500.000094,1000.010000,477.893000,0.367577,CON,1868800,2048
10,1483136329.937550, e        ,4.999721,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xeb25,0x1514,Status,20,11,1210,791,-0.204893,1840.102661,1152.064331,0,0,0,0,0,0,249.997750,542.094250,378.174344,460.972406,CON,1868800,2048
11,1483136334.936772, e        ,4.978105,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x0b48,0x120a,Status,10,5,610,330,0.076923,882.263428,424.257812,0,0,0,0,0,0,500.001188,1000.022375,477.890688,0.364110,CON,1868800,2048
12,1483136334.937530, e        ,4.999649,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xff25,0x1f14,Status,20,10,1210,725,-0.174603,1840.129150,1044.873291,0,0,0,0,0,0,249.998156,499.990813,380.365375,463.070438,CON,1868800,2048
13,1483136339.936784, e        ,4.978080,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1548,0x170a,Status,10,5,610,330,0.076923,882.267883,424.259979,0,0,0,0,0,0,499.998688,1000.042812,477.735281,0.327150,CON,1868800,2048
14,1483136339.937630, e        ,4.999777,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1326,0x2914,Status,20,10,1210,725,-0.174603,1840.082153,1044.846680,0,0,0,0,0,0,249.999047,500.022812,379.247563,462.842906,CON,1868800,2048
15,1483136344.936894, e        ,4.977969,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1f48,0x1c0a,Status,10,5,610,330,0.076923,882.287476,424.269409,0,0,0,0,0,0,499.999906,1000.000000,477.896219,0.453879,CON,1868800,2048
16,1483136344.937696, e        ,4.999851,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2726,0x3314,Status,20,10,1210,725,-0.174603,1840.054810,1044.831055,0,0,0,0,0,0,250.000594,500.014000,379.240250,463.012656,CON,1868800,2048
17,1483136349.936950, e        ,4.977914,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x2948,0x210a,Status,10,5,610,330,0.076923,882.297302,424.274109,0,0,0,0,0,0,500.000094,1000.003812,477.933781,0.334989,CON,1868800,2048
18,1483136349.937842, e        ,4.999770,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3c26,0x3d14,Status,21,10,1264,725,-0.174603,1926.488525,1044.848022,0,0,0,0,0,0,239.151469,499.925594,373.266344,462.974500,CON,1868800,2048
19,1483136354.937126, e        ,4.999468,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3348,0x270a,Status,10,6,610,396,-0.014085,878.493469,528.056213,0,0,0,0,0,0,500.002094,999.953500,477.775281,0.359515,CON,1868800,2048
20,1483136354.955054, e        ,4.982757,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5026,0x4714,Status,20,10,1210,725,-0.174603,1846.367310,1048.415527,0,0,0,0,0,0,250.009953,500.071312,379.241625,462.687937,CON,1868800,2048
21,1483136359.937006, e        ,4.999676,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3d48,0x2c0a,Status,10,5,610,330,0.076923,878.456909,422.427368,0,0,0,0,0,0,500.017000,1000.017625,477.962531,2.141406,CON,1868800,2048
22,1483136359.955072, e        ,4.999994,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6526,0x5114,Status,21,10,1276,725,-0.131498,1945.602417,1044.801270,0,0,0,0,0,0,238.916906,500.198000,374.918719,463.862594,CON,1868800,2048
23,1483136364.937472, e        ,4.999555,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x4848,0x310a,Status,11,5,664,330,0.076923,966.486023,422.437592,0,0,0,0,0,0,456.542906,999.989375,475.543187,0.609850,CON,1868800,2048
24,1483136364.974550, e        ,4.999505,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7926,0x5c14,Status,20,11,1210,804,-0.235294,1840.182129,1169.715820,0,0,0,0,0,0,250.004547,457.687187,378.115063,460.323125,CON,1868800,2048
25,1483136370.005046, e        ,4.969464,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8d26,0x6614,Status,20,10,1210,725,-0.174603,1851.306396,1051.220093,0,0,0,0,0,0,249.994703,500.045500,378.135844,463.094812,CON,1868800,2048
26,1483136370.915063, e        ,4.999823,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5348,0x360a,Status,11,5,678,330,0.166667,987.234924,422.414948,0,0,0,0,0,0,543.441750,999.952625,475.850219,0.249043,CON,1868800,2048
27,1483136375.005048, e        ,4.999979,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa226,0x7014,Status,21,10,1264,725,-0.174603,1926.408081,1044.804443,0,0,0,0,0,0,240.475047,499.954406,371.457969,462.588375,CON,1868800,2048
28,1483136375.936607, e        ,4.999611,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5d48,0x3c0a,Status,10,6,610,396,-0.014085,878.468384,528.041077,0,0,0,0,0,0,499.998187,999.971000,477.803187,0.335228,CON,1868800,2048
29,1483136380.915424, e        ,4.999995,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb726,0x7a14,Status,21,10,1278,725,-0.124620,1948.801880,1044.801025,0,0,0,0,0,0,281.447250,500.044688,396.938594,463.074187,CON,1868800,2048
30,1483136380.936580, e        ,4.999642,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x6748,0x410a,Status,10,5,610,330,0.076923,878.462891,422.430267,0,0,0,0,0,0,500.001000,1000.000813,477.886281,0.349597,CON,1868800,2048
31,1483136385.936696, e        ,4.999921,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x7248,0x460a,Status,11,5,664,330,0.076923,966.415283,422.406677,0,0,0,0,0,0,456.521719,1000.008000,475.794438,0.396757,CON,1868800,2048
32,1483136385.937538, e        ,4.999660,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xcb26,0x8514,Status,20,11,1210,791,-0.204893,1840.125122,1152.078369,0,0,0,0,0,0,250.001594,542.063375,380.354781,461.128125,CON,1868800,2048
33,1483136390.937494, e        ,4.999693,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xdf26,0x8f14,Status,20,10,1210,725,-0.174603,1840.113037,1044.864136,0,0,0,0,0,0,249.998047,499.998906,378.123063,463.011000,CON,1868800,2048
34,1483136391.914879, e        ,4.021732,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x7c48,0x4b0a,Status,10,5,610,330,0.076923,1092.066895,525.146912,0,0,0,0,0,0,499.999406,1000.004625,477.836500,0.334302,CON,1868800,2048
35,1483136395.937504, e        ,4.999798,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf326,0x9914,Status,20,10,1210,725,-0.174603,1840.074463,1044.842285,0,0,0,0,0,0,250.000953,500.011500,380.364344,463.154531,CON,1868800,2048
36,1483136396.914894, e        ,4.021802,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x8648,0x500a,Status,10,5,610,330,0.076923,1092.047852,525.137756,0,0,0,0,0,0,500.008500,1000.009188,477.704125,0.369148,CON,1868800,2048
37,1483136400.937567, e        ,4.999760,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0727,0xa314,Status,20,10,1210,725,-0.174603,1840.088257,1044.850098,0,0,0,0,0,0,250.007703,500.002500,377.050187,462.861406,CON,1868800,2048
38,1483136401.914982, e        ,4.021768,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x9048,0x550a,Status,10,5,610,330,0.076923,1092.057007,525.142151,0,0,0,0,0,0,500.005406,1000.012625,477.977469,0.356569,CON,1868800,2048
39,1483136405.937589, e        ,4.999805,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1b27,0xad14,Status,20,10,1210,725,-0.174603,1840.071777,1044.840698,0,0,0,0,0,0,249.999000,500.006687,378.193531,462.824063,CON,1868800,2048
40,1483136406.915118, e        ,4.999744,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x9b48,0x5a0a,Status,11,5,678,330,0.166667,987.250549,422.421631,0,0,0,0,0,0,543.464750,1000.011813,475.895406,0.335329,CON,1868800,2048
41,1483136410.937688, e        ,4.977873,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2f27,0xb614,Status,20,9,1210,659,-0.141914,1848.178955,941.767700,0,0,0,0,0,0,249.999797,448.621875,378.567719,460.771969,CON,1868800,2048
42,1483136411.936621, e        ,4.978246,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xa548,0x5f0a,Status,10,5,610,330,0.076923,882.238403,424.245789,0,0,0,0,0,0,500.000500,1000.017187,477.894406,2.073723,CON,1868800,2048
43,1483136415.938516, e        ,4.999181,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4427,0xc114,Status,21,11,1264,791,-0.204893,1926.715698,1152.188721,0,0,0,0,0,0,239.149328,542.037250,372.168875,460.616219,CON,1868800,2048
44,1483136416.936684, e        ,4.978186,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xaf48,0x640a,Status,10,5,610,330,0.076923,882.249023,424.250916,0,0,0,0,0,0,500.000313,1000.001813,477.942187,0.343968,CON,1868800,2048
45,1483136420.955054, e        ,4.999997,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5927,0xcb14,Status,21,10,1276,725,-0.131498,1945.601074,1044.800537,0,0,0,0,0,0,238.921625,500.014094,374.495875,462.802719,CON,1868800,2048
46,1483136421.936823, e        ,4.978062,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xb948,0x690a,Status,10,5,610,330,0.076923,882.270996,424.261475,0,0,0,0,0,0,500.001500,1000.013375,477.772031,0.344153,CON,1868800,2048
47,1483136425.974057, e        ,4.981029,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6d27,0xd514,Status,20,10,1210,725,-0.174603,1847.007935,1048.779297,0,0,0,0,0,0,250.001750,499.936500,379.252281,463.138812,CON,1868800,2048
48,1483136426.936887, e        ,4.999345,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xc348,0x6f0a,Status,10,6,610,396,-0.014085,878.515137,528.069214,0,0,0,0,0,0,500.008094,999.936187,477.695469,0.395481,CON,1868800,2048
49,1483136430.974613, e        ,4.999565,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8127,0xe014,Status,20,11,1210,804,-0.235294,1840.160034,1169.701782,0,0,0,0,0,0,249.998750,457.933719,379.245594,460.957844,CON,1868800,2048
50,1483136431.936557, e        ,4.999740,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xcd48,0x740a,Status,10,5,610,330,0.076923,878.445679,422.421967,0,0,0,0,0,0,499.990000,1000.013000,477.790219,0.367221,CON,1868800,2048
51,1483136436.005031, e        ,4.969964,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9527,0xea14,Status,20,10,1210,725,-0.174603,1851.119995,1051.114258,0,0,0,0,0,0,250.000344,500.081687,379.244344,462.749813,CON,1868800,2048
52,1483136436.936620, e        ,4.999730,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd748,0x790a,Status,10,5,610,330,0.076923,878.447388,422.422791,0,0,0,0,0,0,500.015094,1000.010625,477.839187,0.349674,CON,1868800,2048
53,1483136441.015052, e        ,4.989971,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xaa27,0xf414,Status,21,10,1264,725,-0.174603,1930.271729,1046.899780,0,0,0,0,0,0,240.474047,499.928906,373.662656,463.204219,CON,1868800,2048
54,1483136441.936706, e        ,4.999644,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe148,0x7e0a,Status,10,5,610,330,0.076923,878.462585,422.430084,0,0,0,0,0,0,499.985406,1000.000000,477.812781,0.347016,CON,1868800,2048
55,1483136446.915409, e        ,4.099662,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xbe27,0xfe14,Status,20,10,1210,725,-0.174603,2244.087646,1274.251465,0,0,0,0,0,0,250.502406,500.060000,378.991438,462.730031,CON,1868800,2048
56,1483136446.936706, e        ,4.999672,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xeb48,0x830a,Status,10,5,610,330,0.076923,878.457642,422.427704,0,0,0,0,0,0,499.999687,1000.005625,477.761219,0.435752,CON,1868800,2048
57,1483136451.915459, e        ,4.999930,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd327,0x0815,Status,21,10,1278,725,-0.124620,1948.827271,1044.814697,0,0,0,0,0,0,280.967531,499.981187,396.194094,463.214344,CON,1868800,2048
58,1483136451.936722, e        ,4.999709,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xf548,0x880a,Status,10,5,610,330,0.076923,878.451111,422.424561,0,0,0,0,0,0,499.999906,1000.010625,477.897406,0.350828,CON,1868800,2048
59,1483136456.936781, e        ,4.999656,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xff48,0x8d0a,Status,10,5,610,330,0.076923,878.460388,422.429047,0,0,0,0,0,0,500.000594,1000.001188,477.821125,0.325522,CON,1868800,2048
60,1483136456.937728, e        ,4.999640,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xe727,0x1315,Status,20,11,1210,791,-0.204893,1840.132446,1152.083008,0,0,0,0,0,0,250.000297,542.061063,380.351313,460.936250,CON,1868800,2048
61,1483136461.936791, e        ,4.999854,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x0949,0x920a,Status,10,5,610,330,0.076923,878.425659,422.412323,0,0,0,0,0,0,499.998812,1000.041625,477.757687,2.147050,CON,1868800,2048
62,1483136461.937629, e        ,4.999056,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xfb27,0x1d15,Status,20,10,1210,725,-0.174603,1840.347534,1044.997314,0,0,0,0,0,0,249.999094,499.931688,379.592781,463.313031,CON,1868800,2048
63,1483136466.937139, e        ,4.999719,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1449,0x970a,Status,11,5,664,330,0.076923,966.454285,422.423737,0,0,0,0,0,0,456.545187,999.971000,475.854750,0.474764,CON,1868800,2048
64,1483136466.937640, e        ,4.999895,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0f28,0x2715,Status,20,10,1210,725,-0.174603,1840.038574,1044.821899,0,0,0,0,0,0,249.998750,500.085000,379.189062,462.355469,CON,1868800,2048
65,1483136471.937834, e        ,4.999921,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2428,0x3115,Status,21,10,1264,725,-0.174603,1926.430542,1044.816528,0,0,0,0,0,0,239.162047,499.991406,372.142844,462.560187,CON,1868800,2048
66,1483136472.914831, e        ,4.022145,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1e49,0x9c0a,Status,10,5,610,330,0.076923,1091.954712,525.092957,0,0,0,0,0,0,500.011813,1000.012375,477.793813,0.668653,CON,1868800,2048
67,1483136476.955054, e        ,4.982720,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3828,0x3b15,Status,20,10,1210,725,-0.174603,1846.381104,1048.423340,0,0,0,0,0,0,250.000953,500.004406,380.335469,463.437250,CON,1868800,2048
68,1483136477.914842, e        ,4.022277,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x2849,0xa10a,Status,10,5,610,330,0.076923,1091.918823,525.075745,0,0,0,0,0,0,500.014313,1000.045625,477.824406,0.325484,CON,1868800,2048
69,1483136481.955085, e        ,4.982571,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4c28,0x4515,Status,20,10,1210,725,-0.174603,1846.436279,1048.454712,0,0,0,0,0,0,249.994094,499.937000,378.140344,462.502344,CON,1868800,2048
70,1483136482.914878, e        ,4.022306,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3249,0xa60a,Status,10,5,610,330,0.076923,1091.911011,525.071960,0,0,0,0,0,0,500.006500,1000.013375,477.679094,0.607084,CON,1868800,2048
71,1483136486.955272, e        ,4.999896,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6128,0x4f15,Status,21,10,1276,725,-0.131498,1945.640503,1044.821777,0,0,0,0,0,0,238.929141,500.078406,373.436062,462.975031,CON,1868800,2048
72,1483136487.915052, e        ,4.999770,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3d49,0xab0a,Status,11,5,678,330,0.166667,987.245361,422.419403,0,0,0,0,0,0,543.421625,1000.009812,475.827000,0.378292,CON,1868800,2048
73,1483136491.974691, e        ,4.999257,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7528,0x5a15,Status,20,11,1210,804,-0.235294,1840.273438,1169.773804,0,0,0,0,0,0,249.994047,457.845531,379.262500,460.937969,CON,1868800,2048
74,1483136492.936623, e        ,4.978223,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x4749,0xb00a,Status,10,5,610,330,0.076923,882.242554,424.247772,0,0,0,0,0,0,500.002406,999.923000,477.693156,0.411522,CON,1868800,2048
75,1483136497.005023, e        ,4.969670,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8928,0x6415,Status,20,10,1210,725,-0.174603,1851.229614,1051.176514,0,0,0,0,0,0,249.999594,500.074500,380.351469,463.120781,CON,1868800,2048
76,1483136497.936635, e        ,4.978397,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5149,0xb50a,Status,10,5,610,330,0.076923,882.211731,424.232941,0,0,0,0,0,0,500.018594,999.992813,477.971687,0.395811,CON,1868800,2048
77,1483136502.015043, e        ,4.989985,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9e28,0x6e15,Status,21,10,1264,725,-0.174603,1930.266357,1046.896973,0,0,0,0,0,0,240.475578,499.928500,371.466531,462.738406,CON,1868800,2048
78,1483136502.936709, e        ,4.978154,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5b49,0xba0a,Status,10,5,610,330,0.076923,882.254700,424.253632,0,0,0,0,0,0,499.983094,1000.014000,477.782906,0.391081,CON,1868800,2048
79,1483136507.915411, e        ,4.089673,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb228,0x7815,Status,20,10,1210,725,-0.174603,2249.568604,1277.363770,0,0,0,0,0,0,250.002797,500.050500,379.238219,463.088750,CON,1868800,2048
80,1483136507.936823, e        ,4.978060,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x6549,0xbf0a,Status,10,5,610,330,0.076923,882.271423,424.261688,0,0,0,0,0,0,500.002000,1000.013812,477.872281,0.359320,CON,1868800,2048
81,1483136512.915428, e        ,4.999991,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc728,0x8215,Status,21,10,1278,725,-0.124620,1948.803589,1044.801880,0,0,0,0,0,0,281.444531,499.958687,397.325312,463.562813,CON,1868800,2048
82,1483136512.936863, e        ,4.978008,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x6f49,0xc40a,Status,10,5,610,330,0.076923,882.280640,424.266113,0,0,0,0,0,0,499.998812,1000.085625,477.802250,1.994484,CON,1868800,2048
83,1483136517.936856, e        ,4.978149,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x7949,0xc90a,Status,10,5,610,330,0.076923,882.255615,424.254089,0,0,0,0,0,0,500.013406,999.960187,477.816875,0.395290,CON,1868800,2048
84,1483136517.937762, e        ,4.999644,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xdb28,0x8d15,Status,20,11,1210,791,-0.204893,1840.131104,1152.082031,0,0,0,0,0,0,250.002500,542.121437,378.097406,460.327969,CON,1868800,2048
85,1483136522.936888, e        ,4.999588,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x8349,0xcf0a,Status,10,6,610,396,-0.014085,878.472412,528.043518,0,0,0,0,0,0,499.987000,999.937188,477.759375,0.360136,CON,1868800,2048
86,1483136522.937694, e        ,4.999991,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf028,0x9715,Status,21,10,1264,725,-0.174603,1926.403442,1044.801880,0,0,0,0,0,0,239.153141,499.979500,373.280562,462.778531,CON,1868800,2048
87,1483136527.936827, e        ,4.999685,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x8d49,0xd40a,Status,10,5,610,330,0.076923,878.455383,422.426636,0,0,0,0,0,0,499.999813,1000.007187,477.779469,0.361240,CON,1868800,2048
88,1483136527.955220, e        ,4.999823,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0529,0xa115,Status,21,10,1276,725,-0.131498,1945.668823,1044.836914,0,0,0,0,0,0,238.921812,500.021500,372.351156,463.044344,CON,1868800,2048
89,1483136532.936901, e        ,4.999649,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x9749,0xd90a,Status,10,5,610,330,0.076923,878.461670,422.429657,0,0,0,0,0,0,499.999188,1000.007625,477.939687,0.350604,CON,1868800,2048
90,1483136532.975060, e        ,4.999634,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1929,0xac15,Status,20,11,1210,804,-0.235294,1840.134766,1169.685669,0,0,0,0,0,0,250.000797,457.934375,380.357031,461.240906,CON,1868800,2048
91,1483136537.936904, e        ,4.999637,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xa149,0xde0a,Status,10,5,610,330,0.076923,878.463745,422.430664,0,0,0,0,0,0,500.001188,999.998187,477.815219,0.699147,CON,1868800,2048
92,1483136538.015034, e        ,4.989992,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2e29,0xb615,Status,21,10,1264,725,-0.174603,1930.263550,1046.895386,0,0,0,0,0,0,240.474625,499.922406,371.454094,462.563625,CON,1868800,2048
93,1483136542.936946, e        ,4.999909,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xab49,0xe30a,Status,10,5,610,330,0.076923,878.416016,422.407684,0,0,0,0,0,0,500.000187,1000.062812,477.850844,0.264148,CON,1868800,2048
94,1483136543.915437, e        ,4.099618,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4229,0xc015,Status,20,10,1210,725,-0.174603,2244.111572,1274.265137,0,0,0,0,0,0,250.501453,500.077812,381.224938,463.363844,CON,1868800,2048
