Rank,StartTime,Flgs,Dur,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,Cause,SrcPkts,DstPkts,SrcBytes,DstBytes,PCRatio,SrcLoad,DstLoad,SrcLoss,DstLoss,SrcRetra,DstRetra,SrcGap,DstGap,SIntPkt,DIntPkt,SrcJitter,DstJitter,State,SrcWin,DstWin
244,1483136930.915434, e        ,4.099684,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4e2f,0x071b,Status,20,20,1210,1325,-0.174603,2244.075439,2456.774902,0,0,0,0,0,0,250.002000,249.992453,379.256500,237.643812,CON,1868800,2048
245,1483136931.937129, e        ,4.977753,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xb54c,0x670c,Status,10,5,610,330,0.076923,882.325806,424.287811,0,0,0,0,0,0,499.986688,1000.013375,478.016750,0.336190,CON,1868800,2048
246,1483136935.915563, e        ,4.099471,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x622f,0x341b,Status,20,20,1210,1325,-0.174603,2244.191895,2456.902344,0,0,0,0,0,0,249.995797,249.985250,378.136250,299.478281,CON,1868800,2048
247,1483136936.937210, e        ,4.977655,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xbf4c,0x6c0c,Status,10,5,610,330,0.076923,882.343201,424.296173,0,0,0,0,0,0,499.998312,1000.019812,477.935000,0.372997,CON,1868800,2048
248,1483136940.915431, e        ,4.099604,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x762f,0x611b,Status,20,20,1210,1325,-0.174603,2244.119141,2456.822510,0,0,0,0,0,0,250.000047,250.237750,375.852188,373.113875,CON,1868800,2048
249,1483136941.937316, e        ,4.999572,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xc94c,0x720c,Status,10,6,610,396,-0.014085,878.475220,528.045227,0,0,0,0,0,0,500.002000,999.980000,477.945063,0.280127,CON,1868800,2048
250,1483136945.915428, e        ,4.999959,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8b2f,0x8f1b,Status,21,20,1278,1325,-0.124620,1948.816040,2014.416504,0,0,0,0,0,0,280.969156,256.868844,394.137750,378.600125,CON,1868800,2048
251,1483136946.937698, e        ,4.999693,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd44c,0x770c,Status,11,5,664,330,0.076923,966.459351,422.425934,0,0,0,0,0,0,456.591469,1000.025188,475.708781,0.346427,CON,1868800,2048
252,1483136950.938126, e        ,4.999589,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa02f,0xbe1b,Status,21,21,1264,1391,-0.204893,1926.558350,2120.174316,0,0,0,0,0,0,239.158469,277.169094,373.248281,299.159719,CON,1868800,2048
253,1483136952.914886, e        ,4.999981,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xdf4c,0x7c0c,Status,11,5,678,330,0.166667,987.203796,422.401611,0,0,0,0,0,0,543.406938,999.847188,475.817094,0.066799,CON,1868800,2048
254,1483136955.955086, e        ,4.999960,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb52f,0xeb1b,Status,21,20,1276,1325,-0.131498,1945.615601,2014.416138,0,0,0,0,0,0,238.920531,249.998000,372.295125,235.405109,CON,1868800,2048
255,1483136957.937224, e        ,4.977648,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe94c,0x810c,Status,10,5,610,330,0.076923,882.344482,424.296783,0,0,0,0,0,0,500.000500,1000.006188,477.767906,0.352307,CON,1868800,2048
256,1483136960.974525, e        ,4.999696,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc92f,0x1b1c,Status,20,21,1210,1404,-0.235294,1840.111938,2140.930176,0,0,0,0,0,0,250.005594,239.851625,378.111906,220.490156,CON,1868800,2048
257,1483136962.937294, e        ,4.977786,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xf34c,0x860c,Status,10,5,610,330,0.076923,882.319946,424.285004,0,0,0,0,0,0,500.020812,1000.265188,477.712688,0.539864,CON,1868800,2048
258,1483136966.005042, e        ,4.970222,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xdd2f,0x481c,Status,20,20,1210,1325,-0.174603,1851.023926,2026.468872,0,0,0,0,0,0,250.004344,250.052156,377.027062,241.106609,CON,1868800,2048
259,1483136967.937434, e        ,4.980792,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xfd4c,0x8b0c,Status,10,5,610,330,0.076923,881.787476,424.028931,0,0,0,0,0,0,500.314594,999.773812,478.190719,0.150265,CON,1868800,2048
260,1483136971.015034, e        ,4.960482,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf12f,0x751c,Status,20,20,1210,1325,-0.174603,1854.658447,2030.447754,0,0,0,0,0,0,249.990703,250.012594,377.380375,292.420219,CON,1868800,2048
261,1483136972.939960, e        ,4.996812,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x084d,0x910c,Status,11,6,664,396,-0.014085,967.016602,528.336853,0,0,0,0,0,0,456.231469,999.992000,475.452063,1.643828,CON,1868800,2048
262,1483136976.015039, e        ,4.978869,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0530,0xa21c,Status,20,20,1210,1325,-0.174603,1847.809204,2022.949463,0,0,0,0,0,0,250.999156,250.919594,378.652469,364.244312,CON,1868800,2048
263,1483136978.915019, e        ,4.999832,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x134d,0x960c,Status,11,5,678,330,0.166667,987.233154,422.414185,0,0,0,0,0,0,543.461750,999.966625,476.227562,0.221722,CON,1868800,2048
264,1483136981.025021, e        ,4.969965,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1930,0xcc1c,Status,20,18,1210,1205,-0.174603,1851.119629,1833.413330,0,0,0,0,0,0,249.991250,277.837656,364.271719,397.144656,CON,1868800,2048
265,1483136983.937220, e        ,4.999227,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1e4d,0x9c0c,Status,11,6,664,396,-0.014085,966.549438,528.081665,0,0,0,0,0,0,456.508719,999.977500,475.902938,0.309396,CON,1868800,2048
266,1483136986.035043, e        ,4.990037,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2e30,0xf91c,Status,21,20,1264,1325,-0.174603,1930.246216,2018.421875,0,0,0,0,0,0,240.486328,249.974156,361.238969,319.236094,CON,1868800,2048
267,1483136989.914822, e        ,4.021720,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x284d,0xa10c,Status,10,5,610,330,0.076923,1092.070068,525.148438,0,0,0,0,0,0,500.009500,1000.019000,477.869250,0.655978,CON,1868800,2048
268,1483136991.915398, e        ,4.119641,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4230,0x261d,Status,20,20,1210,1325,-0.174603,2233.204346,2444.873291,0,0,0,0,0,0,250.497953,250.011000,371.977531,256.664734,CON,1868800,2048
269,1483136994.914843, e        ,4.021876,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x324d,0xa60c,Status,10,5,610,330,0.076923,1092.027710,525.128113,0,0,0,0,0,0,500.017688,1000.028375,477.849750,0.338057,CON,1868800,2048
270,1483136996.915388, e        ,4.109656,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5630,0x531d,Status,20,20,1210,1325,-0.174603,2238.630371,2450.813477,0,0,0,0,0,0,249.500250,249.964594,366.737188,217.083937,CON,1868800,2048
271,1483136999.914857, e        ,4.022006,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3c4d,0xab0c,Status,10,5,610,330,0.076923,1091.992432,525.111084,0,0,0,0,0,0,500.014406,1000.020813,477.915656,0.333619,CON,1868800,2048
272,1483137001.915433, e        ,4.079998,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6a30,0x801d,Status,20,20,1210,1325,-0.174603,2254.903076,2468.628662,0,0,0,0,0,0,248.519344,250.056594,367.340094,216.640844,CON,1868800,2048
273,1483137004.915019, e        ,4.999847,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x474d,0xb00c,Status,11,5,678,330,0.166667,987.230225,422.412933,0,0,0,0,0,0,543.454813,1000.016188,475.912562,0.364116,CON,1868800,2048
274,1483137006.915530, e        ,4.079868,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7e30,0xad1d,Status,20,20,1210,1325,-0.174603,2254.975098,2468.707520,0,0,0,0,0,0,249.998344,249.994547,387.127469,259.564359,CON,1868800,2048
275,1483137009.936740, e        ,4.978137,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x514d,0xb50c,Status,10,5,610,330,0.076923,882.257751,424.255096,0,0,0,0,0,0,500.001094,1000.011188,477.821750,0.334907,CON,1868800,2048
276,1483137011.915435, e        ,4.119612,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9230,0xda1d,Status,20,20,1210,1325,-0.174603,2233.219971,2444.890381,0,0,0,0,0,0,251.982453,249.985156,374.562875,326.762938,CON,1868800,2048
277,1483137014.936799, e        ,4.978090,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5b4d,0xba0c,Status,10,5,610,330,0.076923,882.266113,424.259125,0,0,0,0,0,0,500.001188,1000.052000,477.840281,0.336242,CON,1868800,2048
278,1483137016.915456, e        ,4.236628,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa630,0x081e,Status,20,20,1210,1325,-0.174603,2171.538330,2377.362305,0,0,0,0,0,0,249.499953,257.868844,366.769938,376.450781,CON,1868800,2048
279,1483137019.936856, e        ,4.978012,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x654d,0xbf0c,Status,10,5,610,330,0.076923,882.279907,424.265747,0,0,0,0,0,0,499.997906,1000.650188,477.982813,1.327986,CON,1868800,2048
280,1483137021.915415, e        ,4.340723,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xba30,0x351e,Status,20,20,1210,1325,-0.174603,2119.462646,2320.350830,0,0,0,0,0,0,250.499250,255.202703,367.717844,296.783469,CON,1868800,2048
281,1483137024.936993, e        ,4.977880,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x6f4d,0xc40c,Status,10,5,610,330,0.076923,882.303284,424.277008,0,0,0,0,0,0,500.000500,999.354812,477.813750,1.470283,CON,1868800,2048
282,1483137026.915421, e        ,4.468924,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xce30,0x621e,Status,20,20,1210,1325,-0.174603,2058.661133,2253.786377,0,0,0,0,0,0,250.000047,256.410344,371.884063,243.807734,CON,1868800,2048
283,1483137029.937296, e        ,4.999569,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x794d,0xe70c,Status,10,21,610,1296,-0.014085,878.475708,1976.170410,0,0,0,0,0,0,500.001813,285.713156,477.766687,347.566000,CON,1868800,2048
284,1483137031.915424, e        ,4.605366,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xe230,0x8f1e,Status,20,20,1210,1325,-0.174603,1997.669556,2187.013916,0,0,0,0,0,0,250.000047,256.822250,366.475875,218.230953,CON,1868800,2048
285,1483137034.937280, e        ,4.977735,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x834d,0x140d,Status,10,24,610,1464,0.186441,882.328979,2254.840820,0,0,0,0,0,0,500.012406,207.084578,477.624656,308.962688,CON,1868800,2048
286,1483137036.915472, e        ,4.999948,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf730,0xbc1e,Status,21,20,1278,1325,-0.124620,1948.820312,2014.420898,0,0,0,0,0,0,280.018438,256.354953,383.057594,229.015000,CON,1868800,2048
287,1483137039.951265, e        ,4.985745,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x8e4d,0x410d,Status,11,24,664,1476,-0.014085,969.163086,2270.473145,0,0,0,0,0,0,456.545000,209.571750,473.160750,335.909000,CON,1868800,2048
288,1483137041.938129, e        ,4.999664,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0c31,0xeb1e,Status,21,21,1264,1391,-0.204893,1926.529541,2120.142578,0,0,0,0,0,0,239.160625,251.887047,364.473594,272.914000,CON,1868800,2048
289,1483137045.915066, e        ,4.023051,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x984d,0x670d,Status,10,20,610,1230,0.076923,1091.708862,2324.604004,0,0,0,0,0,0,500.110687,250.052953,477.703219,256.174078,CON,1868800,2048
290,1483137046.974897, e        ,4.966688,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2031,0x181f,Status,20,20,1210,1325,-0.174603,1852.340942,2027.910645,0,0,0,0,0,0,250.189594,250.189844,374.610375,349.796063,CON,1868800,2048
291,1483137050.915146, e        ,4.021696,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xa24d,0x8d0d,Status,10,20,610,1230,0.076923,1092.076538,2325.386963,0,0,0,0,0,0,499.872500,249.940297,477.745875,230.149844,CON,1868800,2048
292,1483137051.974975, e        ,4.999882,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3531,0x421f,Status,21,18,1276,1205,-0.131498,1945.645874,1822.442871,0,0,0,0,0,0,239.679625,277.558344,360.696750,400.732781,CON,1868800,2048
293,1483137055.914871, e        ,4.090335,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xac4d,0xbd0d,Status,10,25,610,1530,0.076923,1073.750732,2873.114502,0,0,0,0,0,0,500.146500,202.748953,474.009594,305.712625,CON,1868800,2048
294,1483137056.994967, e        ,4.999512,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x4931,0x721f,Status,20,21,1210,1404,-0.235294,1840.179565,2141.008789,0,0,0,0,0,0,250.000453,240.815000,367.633219,325.595000,CON,1868800,2048
295,1483137060.914980, e        ,4.394326,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xb64d,0xeb0d,Status,10,25,610,1530,0.076923,999.470642,2674.357666,0,0,0,0,0,0,499.916906,212.164000,477.690781,303.803781,CON,1868800,2048
296,1483137062.025047, e        ,4.969643,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5d31,0x9f1f,Status,20,20,1210,1325,-0.174603,1851.239624,2026.704834,0,0,0,0,0,0,249.999406,250.010547,367.633844,270.389719,CON,1868800,2048
297,1483137065.915145, e        ,4.999831,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xc14d,0x0e0e,Status,11,18,678,1110,0.166667,987.233337,1678.456665,0,0,0,0,0,0,543.409063,287.105937,475.573250,239.604266,CON,1868800,2048
298,1483137067.035033, e        ,4.989989,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7231,0xcc1f,Status,21,20,1264,1325,-0.174603,1930.264893,2018.441406,0,0,0,0,0,0,240.484187,249.959703,359.076781,225.533234,CON,1868800,2048
299,1483137070.937431, e        ,4.977436,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xcb4d,0x420e,Status,10,28,610,1710,0.076923,882.382019,2650.360596,0,0,0,0,0,0,499.989094,191.893109,477.611281,264.978156,CON,1868800,2048
300,1483137072.915418, e        ,4.119613,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8631,0xf91f,Status,20,20,1210,1325,-0.174603,2233.219482,2444.889648,0,0,0,0,0,0,250.500453,250.059406,368.884906,211.868141,CON,1868800,2048
301,1483137075.938050, e        ,4.998798,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xd64d,0x690e,Status,11,20,664,1236,-0.014085,966.632385,1880.452148,0,0,0,0,0,0,456.543719,254.314344,472.330688,371.397812,CON,1868800,2048
302,1483137077.915434, e        ,4.119601,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x9a31,0x2620,Status,20,20,1210,1325,-0.174603,2233.226074,2444.897217,0,0,0,0,0,0,250.000203,249.980094,374.348219,233.812125,CON,1868800,2048
303,1483137081.914866, e        ,4.022051,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xe04d,0x870e,Status,10,15,610,930,0.076923,1091.980225,1726.482422,0,0,0,0,0,0,500.006906,333.336813,477.555687,356.419500,CON,1868800,2048
304,1483137082.915403, e        ,4.079440,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xae31,0x5320,Status,20,20,1210,1325,-0.174603,2255.211426,2468.966309,0,0,0,0,0,0,247.990406,249.991156,371.175875,290.172969,CON,1868800,2048
305,1483137086.914971, e        ,4.022525,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xea4d,0xbf0e,Status,10,30,610,1830,0.076923,1091.851562,3518.188232,0,0,0,0,0,0,500.057906,166.685500,478.043187,210.046094,CON,1868800,2048
306,1483137087.915531, e        ,4.109512,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xc231,0x8020,Status,20,20,1210,1325,-0.174603,2238.708740,2450.899414,0,0,0,0,0,0,251.510000,249.983500,386.366344,359.093844,CON,1868800,2048
307,1483137091.915000, e        ,4.021737,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xf44d,0xe50e,Status,10,20,610,1230,0.076923,1092.065430,2325.363281,0,0,0,0,0,0,499.924094,249.963297,477.547469,293.314000,CON,1868800,2048
308,1483137092.915463, e        ,4.999987,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd731,0xae20,Status,21,20,1278,1325,-0.124620,1948.805054,2014.405151,0,0,0,0,0,0,280.495563,253.826000,381.740313,387.665844,CON,1868800,2048
309,1483137096.914871, e        ,4.109558,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0xfe4d,0x0b0f,Status,10,19,610,1170,0.076923,1068.728027,2158.869629,0,0,0,0,0,0,500.057594,267.791531,475.626312,394.343531,CON,1868800,2048
310,1483137097.937754, e        ,4.977675,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xeb31,0xdb20,Status,20,20,1210,1325,-0.174603,1848.252441,2023.434692,0,0,0,0,0,0,249.998953,257.389250,366.479625,319.037125,CON,1868800,2048
311,1483137101.914861, e        ,4.471734,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x084e,0x370f,Status,10,23,610,1410,0.076923,982.169312,2413.381348,0,0,0,0,0,0,499.937187,233.137656,477.682844,327.852531,CON,1868800,2048
312,1483137102.937709, e        ,4.999626,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x0032,0x0a21,Status,21,21,1264,1391,-0.204893,1926.544067,2120.158447,0,0,0,0,0,0,239.138375,272.310750,363.118125,260.533469,CON,1868800,2048
313,1483137106.914877, e        ,4.999998,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x134e,0x760f,Status,11,34,678,2070,0.166667,987.200378,3216.001221,0,0,0,0,0,0,543.471813,160.839406,475.662031,232.200813,CON,1868800,2048
314,1483137107.974856, e        ,4.963707,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x1432,0x3721,Status,20,20,1210,1325,-0.174603,1853.453491,2029.128662,0,0,0,0,0,0,250.061406,250.065250,367.570187,214.184812,CON,1868800,2048
315,1483137111.937322, e        ,4.977551,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1d4e,0x990f,Status,10,18,610,1110,0.076923,882.361633,1685.969727,0,0,0,0,0,0,499.999813,233.400781,476.771563,365.390125,CON,1868800,2048
316,1483137112.974977, e        ,4.999891,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x2932,0x6421,Status,21,20,1276,1325,-0.131498,1945.642456,2014.443970,0,0,0,0,0,0,239.824047,249.964203,361.620250,217.993266,CON,1868800,2048
317,1483137116.937777, e        ,4.999191,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x274e,0xc40f,Status,10,22,610,1356,-0.014085,878.542175,2072.335449,0,0,0,0,0,0,500.000688,267.300875,477.527531,344.798344,CON,1868800,2048
318,1483137117.994221, e        ,4.999651,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x3d32,0x9421,Status,20,21,1210,1404,-0.235294,1840.128418,2140.949463,0,0,0,0,0,0,250.004297,240.775469,365.349281,254.435328,CON,1868800,2048
319,1483137121.937291, e        ,4.999878,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x314e,0xe50f,Status,10,17,610,1050,0.076923,878.421448,1582.438599,0,0,0,0,0,0,500.022187,294.129469,477.673750,229.762313,CON,1868800,2048
320,1483137123.025027, e        ,4.969865,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x5132,0xc121,Status,20,20,1210,1325,-0.174603,1851.156982,2026.614502,0,0,0,0,0,0,249.995703,250.051000,373.785125,336.257344,CON,1868800,2048
321,1483137126.937494, e        ,4.999389,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x3c4e,0x0e10,Status,11,22,664,1350,0.076923,966.518066,2062.652100,0,0,0,0,0,0,456.525531,227.243500,475.906437,241.729547,CON,1868800,2048
322,1483137128.035014, e        ,4.990031,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x6632,0xec21,Status,21,19,1264,1265,-0.174603,1930.248657,1922.232666,0,0,0,0,0,0,240.484625,264.424781,359.105469,396.764500,CON,1868800,2048
323,1483137132.914877, e        ,4.022625,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x464e,0x3410,Status,10,20,610,1230,0.076923,1091.824341,2324.850098,0,0,0,0,0,0,500.061906,250.031344,477.654406,333.203656,CON,1868800,2048
324,1483137133.915518, e        ,4.109526,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x7a32,0x1822,Status,20,19,1210,1265,-0.174603,2238.700928,2334.089111,0,0,0,0,0,0,249.999953,261.852422,367.655375,350.375906,CON,1868800,2048
325,1483137137.914875, e        ,4.301466,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x504e,0x6510,Status,10,26,610,1590,0.076923,1021.047241,2843.681641,0,0,0,0,0,0,499.977594,203.045688,475.359969,346.010594,CON,1868800,2048
326,1483137138.915465, e        ,4.109577,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0x8e32,0x4522,Status,20,20,1210,1325,-0.174603,2238.673096,2450.860352,0,0,0,0,0,0,249.999906,249.991250,372.237344,280.550031,CON,1868800,2048
327,1483137142.914861, e        ,4.578053,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x5a4e,0x9310,Status,10,25,610,1530,0.076923,959.359802,2567.030029,0,0,0,0,0,0,499.962812,211.062922,477.527094,243.271641,CON,1868800,2048
328,1483137143.915431, e        ,4.109593,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xa232,0x7222,Status,20,20,1210,1325,-0.174603,2238.664551,2450.851074,0,0,0,0,0,0,249.999094,249.994953,366.480313,231.039547,CON,1868800,2048
329,1483137147.914879, e        ,4.999999,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x654e,0xb810,Status,11,19,678,1170,0.166667,987.200195,1774.400391,0,0,0,0,0,0,543.452000,282.116000,475.563438,297.075938,CON,1868800,2048
330,1483137148.915405, e        ,4.119631,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xb632,0x9f22,Status,20,20,1210,1325,-0.174603,2233.209717,2444.879395,0,0,0,0,0,0,250.500594,250.054797,368.479312,208.570672,CON,1868800,2048
331,1483137152.936749, e        ,4.978127,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x6f4e,0xdd10,Status,10,19,610,1170,0.076923,882.259521,1782.196411,0,0,0,0,0,0,499.999813,220.097266,477.758188,366.138031,CON,1868800,2048
332,1483137153.915480, e        ,4.109526,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xca32,0xcc22,Status,20,20,1210,1325,-0.174603,2238.700928,2450.890869,0,0,0,0,0,0,249.498500,249.975797,366.815469,231.032578,CON,1868800,2048
333,1483137157.937208, e        ,4.977769,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x794e,0x0f11,Status,10,27,610,1650,0.076923,882.322998,2553.754639,0,0,0,0,0,0,500.010094,197.982438,477.651156,284.141156,CON,1868800,2048
334,1483137158.915444, e        ,4.109571,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xde32,0xf922,Status,20,20,1210,1325,-0.174603,2238.676514,2450.864014,0,0,0,0,0,0,250.000453,249.987547,367.630156,278.444594,CON,1868800,2048
335,1483137162.937289, e        ,4.999511,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x844e,0x3811,Status,11,21,664,1296,-0.014085,966.494568,1976.193359,0,0,0,0,0,0,456.529375,264.569469,475.658250,235.849422,CON,1868800,2048
336,1483137163.915447, e        ,4.078866,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xf232,0x2623,Status,20,20,1210,1325,-0.174603,2255.528809,2469.313721,0,0,0,0,0,0,248.464906,249.985203,381.066625,348.103406,CON,1868800,2048
